name,lat,long
Jurong Secondary School,1.33002032220942,103.723952961648
Jurong West Secondary School,1.33525634688323,103.702098904443
Jurongville Secondary School,1.35128862770284,103.728907710089
Juying Secondary School,1.3387227734133,103.687310264575
Kent Ridge Secondary School,1.30122773426098,103.764889617566
Kranji Secondary School,1.39005109871311,103.741190664845
Kuo Chuan Presbyterian Secondary School,1.35017129930314,103.854983746416
Loyang View Secondary School,1.36658417167238,103.956944585725
Manjusri Secondary School,1.32747123084846,103.901719963831
Maris Stella High School,1.34138832211757,103.877823816158
Marsiling Secondary School,1.43664424769955,103.776008090454
Mayflower Secondary School,1.36827266209722,103.835360726863
Meridian Secondary School,1.3672468492013,103.948972483629
Methodist Girls' School (Secondary),1.35096755912522,103.885120050588
Montfort Secondary School,1.37396131656912,103.888928372577
Nan Chiau High School,1.38879582498399,103.890004423764
Nan Hua High School,1.30809529518605,103.768561446725
Nanyang Girls' High School,1.33058326666479,103.802420979943
National Junior College,1.33029291072172,103.804110905425
Naval Base Secondary School,1.41937881620441,103.831050390247
New Town Secondary School,1.30977590011357,103.77318863421
Ngee Ann Secondary School,1.35447525755806,103.956747262496
North Vista Secondary School,1.381131285358,103.899188813886
Northbrooks Secondary School,1.42081285020652,103.845147332528
Northland Secondary School,1.43580183362637,103.840104687784
NUS High School of Mathematics and Science,1.30600678096247,103.770152807737
Orchid Park Secondary School,1.41532032779634,103.837859241343
Outram Secondary School,1.28651357464735,103.837127264403
Pasir Ris Crest Secondary School,1.37284060102246,103.959728202919
Pasir Ris Secondary School,1.35422732653396,103.948962626204
Paya Lebar Methodist Girls' School (Secondary),1.35096755912522,103.885120050588
Pei Hwa Secondary School,1.39037504993234,103.878461745339
Peicai Secondary School,1.35951583222214,103.870010749055
Peirce Secondary School,1.36665944653812,103.83021606804
Presbyterian High School,1.38201194250223,103.843149382823
Punggol Secondary School,1.40205738421399,103.909213706482
Queenstown Secondary School,1.29352126774652,103.813190980055
Queensway Secondary School,1.30022271592188,103.802207291625
Raffles Girls' School (Secondary),1.34217479932295,103.84313404727
Raffles Institution,1.34618775847486,103.845875110532
Regent Secondary School,1.39327908335682,103.751034411529
Riverside Secondary School,1.44110157139127,103.78830823641
River Valley High School,1.34407801149725,103.709022156436
St. Andrew's Secondary School,1.33069360968075,103.866249138562
St. Patrick's School,1.30788341871801,103.917638193713
"School of Science and Technology, Singapore",1.31292810600277,103.774011529322
"School of the Arts, Singapore",,
Sembawang Secondary School,1.44531502131387,103.816843258118
Sengkang Secondary School,1.38652129134849,103.898365549236
Serangoon Garden Secondary School,1.36932570490947,103.869270301476
Serangoon Secondary School,1.37465538827443,103.902138740699
Singapore Chinese Girls' School,1.30239915719716,103.839055904985
Singapore Sports School,1.42641140556342,103.789444793951
Springfield Secondary School,1.34957303471476,103.930354460693
St. Anthony's Canossian Secondary School,1.33466313498855,103.941977166932
St. Gabriel's Secondary School,1.34648798732177,103.876094163287
St. Hilda's Secondary School,1.34973922385379,103.937608032148
St. Margaret's Secondary School,1.32006821363359,103.80995114006
St. Joseph's Institution,1.29725759853987,103.851023580389
Swiss Cottage Secondary School,1.36471742697475,103.750396136688
Tanglin Secondary School,,
Tampines Secondary School,1.34926094811197,103.944263709507
Tanjong Katong Girls' School,1.30821274627283,103.895820094229
Tanjong Katong Secondary School,1.30873515955341,103.897225196199
Temasek Junior College,1.35728017255861,103.956185936394
Temasek Secondary School,1.31591673150616,103.947564112022
Unity Secondary School,1.40001524119441,103.74602091483
Victoria School,1.30830803913148,103.928197539607
West Spring Secondary School,1.38782283303782,103.760128840155
Westwood Secondary School,1.35373698510994,103.701772102139
Whitley Secondary School,1.35505208480649,103.842552378136
Woodgrove Secondary School,1.42831828137013,103.79604758539
Woodlands Ring Secondary School,1.43070452883799,103.777625748539
Woodlands Secondary School,1.43912528141356,103.774586410437
Xinmin Secondary School,1.37255884700002,103.88305161385
Yio Chu Kang Secondary School,1.37797597740925,103.84213696352
Yishun Secondary School,1.42813324276086,103.828764316679
Yishun Town Secondary School,1.43232156717386,103.838094226361
Yuan Ching Secondary School,1.34200635764467,103.72089870437
Yuhua Secondary School,1.34718626876968,103.722687235839
Yusof Ishak Secondary School,1.40693702458178,103.896275149571
Yuying Secondary School,1.35713595302467,103.890194755287
Zhenghua Secondary School,1.38836583415352,103.765510638527
Zhonghua Secondary School,1.34840720846208,103.869430481414
San Yu Adventist School,1.32184139875532,103.841042842978
Madrasah Aljunied Al-Islamiah,1.30462600327838,103.857696995671
Madrasah Irsyad Zuhri Al-Islamiah,1.34264524949174,103.851907845969
Madrasah Al-Arabiah Al-Islamiah,1.33737281169535,103.85470673847
Madrasah Al-Maarif Al-Islamiah,,
Madrasah Alsagoff Al-Arabiah,1.30366157821332,103.860671844929
Madrasah Wak Tanjong Al-Islamiah,1.31713103900898,103.891196811453
Crest Secondary School,1.3431198045076,103.742628105304
Spectra Secondary School,1.43703750789961,103.804100467487
